"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
34699588,8,"David J","Moscicki","DJ","Agricultural Center and School of Renewable Natural Resources, Louisiana State University, 227 RNR Building, Baton Rouge, Louisiana 70803, USA."
34699588,9,"Nancy M","Raginski","NM","Agricultural Center and School of Renewable Natural Resources, Louisiana State University, 227 RNR Building, Baton Rouge, Louisiana 70803, USA."
34699588,10,"Brandon","Stafford","B","Louisiana Department of Wildlife and Fisheries, 2000 Quail Drive, Baton Rouge, Louisiana 70898, USA."
34699588,11,"Erin E","Ulrey","EE","Agricultural Center and School of Renewable Natural Resources, Louisiana State University, 227 RNR Building, Baton Rouge, Louisiana 70803, USA."
34699588,12,"Charles J","Randel","CJ","Southwestern Wildlife Survey, 647 Orange Grove Avenue Unit 207, South Pasadena, California 91030, USA."
34724919,1,"Izzah Ruzana","Mohd Hanapi","IR","Institute of Biological Sciences, Faculty of Science, Universiti Malaya, 50603, Kuala Lumpur, Malaysia."
34724919,2,"Norhidayu","Sahimin","N","Tropical Infectious Diseases Research and Education Centre (TIDREC), Universiti Malaya, 50603, Kuala Lumpur, Malaysia."
34724919,3,"Michael John Banuru","Maackara","MJB","Institute of Biological Sciences, Faculty of Science, Universiti Malaya, 50603, Kuala Lumpur, Malaysia."
34724919,4,"Aufa Shofia","Annisa","AS","Institute of Biological Sciences, Faculty of Science, Universiti Malaya, 50603, Kuala Lumpur, Malaysia."
34724919,5,"Raisya Nur Syazmeen","Abdul Mutalib","RNS","Department of Biomedical Science, Kulliyah of Allied Health Science, International Islamic University Malaysia, 25200, Kuantan, Pahang, Malaysia."
34724919,6,"John W","Lewis","JW","School of Biological Sciences, Royal Holloway, University of London, Egham, Surrey, TW20 OEX, UK."
34724919,7,"Jerzy M","Behnke","JM","School of Life Sciences, University of Nottingham, University Park, Nottingham, NG7 2RD, UK."
34724919,8,"Yee Ling","Lau","YL","Department of Parasitology, Faculty of Medicine, Universiti Malaya, 50603, Kuala Lumpur, Malaysia."
34724919,9,"Siti Nursheena","Mohd Zain","SN","Institute of Biological Sciences, Faculty of Science, Universiti Malaya, 50603, Kuala Lumpur, Malaysia. nsheena@um.edu.my."
34741974,1,"Zhiyang","Ma","Z","Department of Neurosurgery, Zhongnan Hospital of Wuhan University, Wuhan 430071, China."
34741974,2,"Xiong","Wang","X","Research Centre for Spatial Planning and Human-Environment System Simulation, School of Geography and Information Engineering, China University of Geosciences (Wuhan), Wuhan 430074, China."
34741974,3,"Meifang","Li","M","School of Geography and Environment, Jiangxi Normal University, Nanchang 330022, China."
34741974,4,"Da","Zhou","D","Information Statistical Bureau, Hubei Health Committee, Wuhan 430079, China."
34741974,5,"Jincao","Chen","J","Department of Neurosurgery, Zhongnan Hospital of Wuhan University, Wuhan 430071, China. Electronic address: chenjincao2012@163.com."
34749158,1,"José Dêvede","da Silva","JD","Academic Unity of Veterinary Medicine, Center of Rural Health and Technology, Federal University of Campina Grande, 58708-110, Patos, Paraíba, Brazil."
34749158,2,"Maira Porto","Viana","MP","Academic Unity of Veterinary Medicine, Center of Rural Health and Technology, Federal University of Campina Grande, 58708-110, Patos, Paraíba, Brazil."
34749158,3,"Lucas Gonzales","Lima Pereira Calado","LG","Academic Unity of Veterinary Medicine, Center of Rural Health and Technology, Federal University of Campina Grande, 58708-110, Patos, Paraíba, Brazil."
34749158,4,"Ana Milena","César Lima","AM","Postgraduate Program in Animal Science, Federal University of Piauí, 64049-550, Teresina, Piauí, Brazil."
34749158,5,"Francisco Selmo","Fernandes Alves","FS","EMBRAPA Goats and Sheep, 62010-970, Sobral, Ceará, Brazil."
34749158,6,"Raimundo Rizaldo","Pinheiro","RR","EMBRAPA Goats and Sheep, 62010-970, Sobral, Ceará, Brazil."
34749158,7,"Diego Figueiredo","da Costa","DF","Department of Veterinary Science, Federal University of Paraíba, 58397-000, Areia, Paraíba, Brazil."
34749158,8,"Glaucenyra Cecília","Pinheiro da Silva","GC","Postgraduate Program in Bioscience, University of Cuiabá, 78065-900, Cuiabá, Mato Grosso, Brazil."
34749158,9,"Sérgio Santos","de Azevedo","SS","Academic Unity of Veterinary Medicine, Center of Rural Health and Technology, Federal University of Campina Grande, 58708-110, Patos, Paraíba, Brazil."
34749158,10,"Clebert José","Alves","CJ","Academic Unity of Veterinary Medicine, Center of Rural Health and Technology, Federal University of Campina Grande, 58708-110, Patos, Paraíba, Brazil. Electronic address: clebertja@uol.com.br."
34752782,1,"Muhammad","Almanfaluthi","M","WHO Collaborating Centre for Research and Control of Opisthorchiasis (Southeast Asian Liver Fluke Disease), Faculty of Medicine, Khon Kaen, Thailand; Faculty of Medicine, University of Muhammadiyah Purwokerto, Indonesia."
34752782,2,"Stefani","Widodo","S","WHO Collaborating Centre for Research and Control of Opisthorchiasis (Southeast Asian Liver Fluke Disease), Faculty of Medicine, Khon Kaen, Thailand; Faculty of Medicine, University of Muhammadiyah Purwokerto, Indonesia."
34752782,3,"Sutas","Suttiprapa","S","WHO Collaborating Centre for Research and Control of Opisthorchiasis (Southeast Asian Liver Fluke Disease), Faculty of Medicine, Khon Kaen, Thailand; Tropical Medicine Graduate Program, Faculty of Medicine, Khon Kaen University."
34752782,4,"Thitima","Wongsaroj","T","Department of Disease Control, Ministry of Public Health, Thailand."
34752782,5,"Banchob","Sripa","B","WHO Collaborating Centre for Research and Control of Opisthorchiasis (Southeast Asian Liver Fluke Disease), Faculty of Medicine, Khon Kaen, Thailand; Department of Pathology, Faculty of Medicine, Khon Kaen, Thailand. Electronic address: banchob@kku.ac.th."
34760758,1,"Ravindra S","Kembhavi","RS","Department of Community Medicine, Seth G. S. Medical College and KEM Hospital, Parel, Mumbai, Maharashtra, India."
34760758,2,"Gajanan D","Velhal","GD","Department of Community Medicine, Seth G. S. Medical College and KEM Hospital, Parel, Mumbai, Maharashtra, India."
34760758,3,"Anuradha K","Shah","AK","Department of Community Medicine, Seth G. S. Medical College and KEM Hospital, Parel, Mumbai, Maharashtra, India."
34763911,1,"J","Barry","J","Teagasc, Animal and Grassland Research and Innovation Centre, Moorepark, Fermoy, Co. Cork, P61 C996 Ireland; Animal Production Systems group, Wageningen University & Research, PO Box 338, 6700 AH Wageningen, the Netherlands."
34763911,2,"E A M","Bokkers","EAM","Animal Production Systems group, Wageningen University & Research, PO Box 338, 6700 AH Wageningen, the Netherlands."
34763911,3,"R","Sayers","R","Teagasc, Animal and Grassland Research and Innovation Centre, Moorepark, Fermoy, Co. Cork, P61 C996 Ireland."
34763911,4,"J P","Murphy","JP","Teagasc, Animal and Grassland Research and Innovation Centre, Moorepark, Fermoy, Co. Cork, P61 C996 Ireland."
34763911,5,"I J M","de Boer","IJM","Animal Production Systems group, Wageningen University & Research, PO Box 338, 6700 AH Wageningen, the Netherlands."
34763911,6,"E","Kennedy","E","Teagasc, Animal and Grassland Research and Innovation Centre, Moorepark, Fermoy, Co. Cork, P61 C996 Ireland. Electronic address: emer.kennedy@teagasc.ie."
34769638,1,"Mazni","Baharom","M","Department of Community Health, Faculty of Medicine, Universiti Kebangsaan Malaysia, Bandar Tun Razak, Kuala Lumpur 56000, Malaysia."
34769638,2,"Norfazilah","Ahmad","N","Department of Community Health, Faculty of Medicine, Universiti Kebangsaan Malaysia, Bandar Tun Razak, Kuala Lumpur 56000, Malaysia."
34769638,3,"Rozita","Hod","R","Department of Community Health, Faculty of Medicine, Universiti Kebangsaan Malaysia, Bandar Tun Razak, Kuala Lumpur 56000, Malaysia."
34769638,4,"Fadly Syah","Arsad","FS","Department of Community Health, Faculty of Medicine, Universiti Kebangsaan Malaysia, Bandar Tun Razak, Kuala Lumpur 56000, Malaysia."
34769638,5,"Fredolin","Tangang","F","Department of Earth Sciences and Environment, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Bangi 43600, Malaysia."
34774700,1,"Shilei","Zhang","S","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, PR China."
34774700,2,"Dianjun","Wu","D","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, PR China."
34774700,3,"Ruibo","Tang","R","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, PR China."
34774700,4,"Wenlong","Zhang","W","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, PR China; Key Laboratory for Zoonosis Research, Ministry of Education, College of Veterinary Medicine, Jilin University, Changchun, 130062, PR China. Electronic address: zwenlong123@126.com."
34774700,5,"Yongguo","Cao","Y","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, PR China; Key Laboratory for Zoonosis Research, Ministry of Education, College of Veterinary Medicine, Jilin University, Changchun, 130062, PR China. Electronic address: ygcao82@jlu.edu.cn."
34780473,1,"Hannah M","Cranford","HM","Virgin Islands Department of Health, Epidemiology Division, Christiansted, Virgin Islands, United States of America."
34780473,2,"A Springer","Browne","AS","Virgin Islands Department of Health, Epidemiology Division, Christiansted, Virgin Islands, United States of America."
34780473,3,"Karen","LeCount","K","Leptospira Working Group, National Centers for Animal Health, United States Department of Agriculture, Ames, Iowa, United States of America."
34780473,4,"Tammy","Anderson","T","Leptospira Working Group, National Centers for Animal Health, United States Department of Agriculture, Ames, Iowa, United States of America."
34780473,5,"Camila","Hamond","C","Leptospira Working Group, National Centers for Animal Health, United States Department of Agriculture, Ames, Iowa, United States of America."
34780473,6,"Linda","Schlater","L","Leptospira Working Group, National Centers for Animal Health, United States Department of Agriculture, Ames, Iowa, United States of America."
34780473,7,"Tod","Stuber","T","Leptospira Working Group, National Centers for Animal Health, United States Department of Agriculture, Ames, Iowa, United States of America."
34780473,8,"Valicia J","Burke-France","VJ","Virgin Islands Department of Health, Epidemiology Division, Christiansted, Virgin Islands, United States of America."
34780473,9,"Marissa","Taylor","M","Virgin Islands Department of Health, Epidemiology Division, Christiansted, Virgin Islands, United States of America."
34780473,10,"Cosme J","Harrison","CJ","Virgin Islands Department of Health, Epidemiology Division, Christiansted, Virgin Islands, United States of America."
34780473,11,"Katia Y","Matias","KY","Virgin Islands Department of Health, Public Health Laboratory, Christiansted, Virgin Islands, United States of America."
34780473,12,"Alexandra","Medley","A","Epidemic Intelligence Service, Division of Scientific Education and Professional Development, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America."
34780473,13,"John","Rossow","J","Epidemic Intelligence Service, Division of Scientific Education and Professional Development, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America."
34780473,14,"Nicholas","Wiese","N","Laboratory Leadership Service, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America."
34780473,15,"Leanne","Jankelunas","L","Epidemiology Elective Program, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America."
34780473,16,"Leah","de Wilde","L","Virgin Islands Department of Health, Epidemiology Division, Christiansted, Virgin Islands, United States of America."
34780473,17,"Michelle","Mehalick","M","St. Croix Animal Welfare Center, Christiansted, Virgin Islands, United States of America."
34780473,18,"Gerard L","Blanchard","GL","Animal and Plant Health Inspection Service Wildlife Services, United States Department of Agriculture, Charlotte Amalie, Virgin Islands, United States of America."
34780473,19,"Keith R","Garcia","KR","Animal and Plant Health Inspection Service Wildlife Services, United States Department of Agriculture, Charlotte Amalie, Virgin Islands, United States of America."
34780473,20,"Alan S","McKinley","AS","Animal and Plant Health Inspection Service Wildlife Services, United States Department of Agriculture, Charlotte Amalie, Virgin Islands, United States of America."
34780473,21,"Claudia D","Lombard","CD","United States Fish and Wildlife Service, Christiansted, Virgin Islands, United States of America."
34780473,22,"Nicole F","Angeli","NF","United States Virgin Islands Department of Planning and Natural Resources, Christiansted, Virgin Islands, United States of America."
34780473,23,"David","Horner","D","National Park Service, Cruz Bay, Virgin Islands, United States of America."
34780473,24,"Thomas","Kelley","T","National Park Service, Cruz Bay, Virgin Islands, United States of America."
34780473,25,"David J","Worthington","DJ","National Park Service, Cruz Bay, Virgin Islands, United States of America."
34780473,26,"Jennifer","Valiulis","J","St. Croix Environmental Association, Christiansted, Virgin Islands, United States of America."
34780473,27,"Bethany","Bradford","B","United States Virgin Islands Department of Agriculture, Christiansted, Virgin Islands, United States of America."
34780473,28,"Are","Berentsen","A","Animal and Plant Health Inspection Service Wildlife Services, National Wildlife Research Center, United States Department of Agriculture, Ames, Iowa, United States of America."
34780473,29,"Johanna S","Salzer","JS","Bacterial Special Pathogens Branch, Division of High-Consequence Pathogens and Pathology, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America."
34780473,30,"Renee","Galloway","R","Bacterial Special Pathogens Branch, Division of High-Consequence Pathogens and Pathology, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America."
34780473,31,"Ilana J","Schafer","IJ","Bacterial Special Pathogens Branch, Division of High-Consequence Pathogens and Pathology, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America."
34780473,32,"Kristine","Bisgard","K","Center for Surveillance, Epidemiology, and Laboratory Services, Centers for Disease Control and Prevention, Atlanta, Georgia, United States of America."
34780473,33,"Joseph","Roth","J","Virgin Islands Department of Health, Epidemiology Division, Christiansted, Virgin Islands, United States of America."
34780473,34,"Brett R","Ellis","BR","Virgin Islands Department of Health, Public Health Laboratory, Christiansted, Virgin Islands, United States of America."
34780473,35,"Esther M","Ellis","EM","Virgin Islands Department of Health, Epidemiology Division, Christiansted, Virgin Islands, United States of America."
34780473,36,"Jarlath E","Nally","JE","Leptospira Working Group, National Centers for Animal Health, United States Department of Agriculture, Ames, Iowa, United States of America."
34782537,1,"M","Rajamani","M","ICMR-Regional Medical Research Centre, WHO Collaborating Centre for Diagnosis, Research, Reference & Training in Leptospirosis, Port Blair, Andaman & Nicobar Islands, India."
34782537,2,"Anwesh","Maile","A","ICMR-Regional Medical Research Centre, WHO Collaborating Centre for Diagnosis, Research, Reference & Training in Leptospirosis, Port Blair, Andaman & Nicobar Islands, India."
34782537,3,"A P","Sugunan","AP","ICMR-Regional Medical Research Centre, WHO Collaborating Centre for Diagnosis, Research, Reference & Training in Leptospirosis, Port Blair, Andaman & Nicobar Islands, India."
34782537,4,"P","Vijayachari","P","ICMR-Regional Medical Research Centre, WHO Collaborating Centre for Diagnosis, Research, Reference & Training in Leptospirosis, Port Blair, Andaman & Nicobar Islands, India."
34783393,1,"A P","Loureiro","AP","Departamento de microbiologia e parasitologia, Instituto Biomédico, Universidade Federal Fluminense, Niterói, Rio de Janeiro, Brazil."
34783393,2,"T","Brasil","T","Departamento de microbiologia e parasitologia, Instituto Biomédico, Universidade Federal Fluminense, Niterói, Rio de Janeiro, Brazil."
34783393,3,"L","Correia","L","Departamento de microbiologia e parasitologia, Instituto Biomédico, Universidade Federal Fluminense, Niterói, Rio de Janeiro, Brazil."
34783393,4,"W","Lilenbaum","W","Departamento de microbiologia e parasitologia, Instituto Biomédico, Universidade Federal Fluminense, Niterói, Rio de Janeiro, Brazil."
34784354,1,"Shabani Kiyabo","Motto","SK","Department of Global Health and Bio-Medical Sciences, School of Life Science and Bio-engineering, The Nelson Mandela African Institution of Science and Technology, Arusha, Tanzania."
34784354,2,"Gabriel Mkilema","Shirima","GM","Department of Global Health and Bio-Medical Sciences, School of Life Science and Bio-engineering, The Nelson Mandela African Institution of Science and Technology, Arusha, Tanzania."
34784354,3,"Barend Mark","de Clare Bronsvoort","BM","The Roslin Institute, University of Edinburgh, Easter Bush, United Kingdom."
34784354,4,"Elizabeth Anne Jessie","Cook","EAJ","International Livestock Research Institute (ILRI), Nairobi, Kenya."
34784387,1,"Yuji","Oyamada","Y","Department of Electrical Engineering and Computer Science, Faculty of Engineering, Tottori University, Tottori, Japan."
34784387,2,"Ryo","Ozuru","R","Division of Bacteriology, Department of Microbiology and Immunology, Faculty of Medicine, Tottori University, Yonago, Tottori, Japan."
34784387,3,"Toshiyuki","Masuzawa","T","Laboratory of Microbiology and Immunology, Faculty of Pharmaceutical Sciences, Chiba Institute of Science, Choshi, Chiba, Japan."
34784387,4,"Satoshi","Miyahara","S","Department of Microbiology, School of Medicine, University of Occupational and Environmental Health, Kitakyushu, Fukuoka, Japan."
34784387,5,"Yasuhiko","Nikaido","Y","Department of Microbiology, School of Medicine, University of Occupational and Environmental Health, Kitakyushu, Fukuoka, Japan."
34784387,6,"Fumiko","Obata","F","Division of Bacteriology, Department of Microbiology and Immunology, Faculty of Medicine, Tottori University, Yonago, Tottori, Japan."
34784387,7,"Mitsumasa","Saito","M","Department of Microbiology, School of Medicine, University of Occupational and Environmental Health, Kitakyushu, Fukuoka, Japan."
34784387,8,"Sharon Yvette Angelina M","Villanueva","SYAM","Department of Medical Microbiology, College of Public Health, University of the Philippines Manila, Manilla, Philippines."
34784387,9,"Jun","Fujii","J","Division of Bacteriology, Department of Microbiology and Immunology, Faculty of Medicine, Tottori University, Yonago, Tottori, Japan."
34784395,1,"Susan K","Schommer","SK","National Swine Resource and Research Center, Division of Animal Sciences, University of Missouri, Columbia, Missouri, United States of America."
34784395,2,"Nicholas","Harrison","N","Office of Animal Resources, University of Missouri, Columbia, Missouri, United States of America."
34784395,3,"Michael","Linville","M","Office of Animal Resources, University of Missouri, Columbia, Missouri, United States of America."
34784395,4,"Melissa S","Samuel","MS","National Swine Resource and Research Center, Division of Animal Sciences, University of Missouri, Columbia, Missouri, United States of America."
34784395,5,"Sabrina L","Hammond","SL","National Swine Resource and Research Center, Division of Animal Sciences, University of Missouri, Columbia, Missouri, United States of America."
34784395,6,"Kevin D","Wells","KD","National Swine Resource and Research Center, Division of Animal Sciences, University of Missouri, Columbia, Missouri, United States of America."
34784395,7,"Randall S","Prather","RS","National Swine Resource and Research Center, Division of Animal Sciences, University of Missouri, Columbia, Missouri, United States of America."
34792410,1,"Zain","Majid","Z","Consultant, Department of Hepato-gastroenterology66810, Sindh Institute of Urology and Transplantation, SIUT, Karachi, Pakistan."
34792410,2,"Ghazi","Abrar","G","Post graduate trainee, Department of Hepato-gastroenterology, Sindh Institute of Urology and Transplantation, (SIUT), Karachi, Pakistan."
34792410,3,"Hina","Ismail","H","Post graduate trainee, Department of Hepato-gastroenterology, Sindh Institute of Urology and Transplantation, (SIUT), Karachi, Pakistan."
34792410,4,"Muhammad","Danish","M","Post graduate trainee, Department of Hepato-gastroenterology, Sindh Institute of Urology and Transplantation, (SIUT), Karachi, Pakistan."
34792410,5,"Muhammad","Mubarak","M","Professor, Department of Histopathology, Sindh Institute of Urology and Transplantation (SIUT), Karachi, Pakistan."
34792410,6,"Nasir","Luck","N","Professor, Department of Histopathology, Sindh Institute of Urology and Transplantation (SIUT), Karachi, Pakistan."
34799884,1,"Katie","Hetrick","K","Department of Clinical Sciences, College of Veterinary Medicine, Kansas State University, Manhattan, Kansas, USA."
34799884,2,"Kenneth R","Harkin","KR","Department of Clinical Sciences, College of Veterinary Medicine, Kansas State University, Manhattan, Kansas, USA."
34799884,3,"Lalitha","Peddireddi","L","Kansas State Veterinary Diagnostic Laboratory, College of Veterinary Medicine, Kansas State University, Manhattan, Kansas, USA."
34799884,4,"Jamie","Henningson","J","Kansas State Veterinary Diagnostic Laboratory, College of Veterinary Medicine, Kansas State University, Manhattan, Kansas, USA."
34826552,1,"Xufeng","Xie","X","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, People's Republic of China. Electronic address: 1004728676@qq.com."
34826552,2,"Wenlong","Zhang","W","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, People's Republic of China. Electronic address: zwenlong123@126.com."
34826552,3,"Xi","Chen","X","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, People's Republic of China. Electronic address: 3409009821@qq.com."
34826552,4,"Dianjun","Wu","D","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, People's Republic of China. Electronic address: 174439036@qq.com."
34826552,5,"Yongguo","Cao","Y","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin University, Changchun, 130062, People's Republic of China. Electronic address: ygcao82@jlu.edu.cn."
34832606,1,"Geovana","Calvo-Anguiano","G","Departamento Genética, Facultad de Medicina, Universidad Autónoma de Nuevo Leon, Av. Francisco I. Madero S/N, Mitras Centro, Monterrey 64460, Nuevo Leon, Mexico."
34832606,2,"José de Jesús","Lugo-Trampe","JJ","Departamento Genética, Facultad de Medicina, Universidad Autónoma de Nuevo Leon, Av. Francisco I. Madero S/N, Mitras Centro, Monterrey 64460, Nuevo Leon, Mexico."
34832606,3,"Gustavo","Ponce-García","G","Facultad de Ciencias Biologicas, Universidad Autonoma de Nuevo Leon, Av. Pedro de Alba S/N, Ciudad Universitaria, San Nicolas de los Garza 66455, Nuevo Leon, Mexico."
34832606,4,"Angel","Lugo-Trampe","A","Facultad de Medicina Humana ""Dr. Manuel Velasco Suárez"", Campus IV, Universidad Autónoma de Chiapas, Tapachula 30792, Chiapas, Mexico."
34832606,5,"Laura Elia","Martinez-Garza","LE","Departamento Genética, Facultad de Medicina, Universidad Autónoma de Nuevo Leon, Av. Francisco I. Madero S/N, Mitras Centro, Monterrey 64460, Nuevo Leon, Mexico."
34832606,6,"Marisol","Ibarra-Ramirez","M","Departamento Genética, Facultad de Medicina, Universidad Autónoma de Nuevo Leon, Av. Francisco I. Madero S/N, Mitras Centro, Monterrey 64460, Nuevo Leon, Mexico."
34832606,7,"Luis Daniel","Campos-Acevedo","LD","Departamento Genética, Facultad de Medicina, Universidad Autónoma de Nuevo Leon, Av. Francisco I. Madero S/N, Mitras Centro, Monterrey 64460, Nuevo Leon, Mexico."
34832606,8,"Sandra","Caballero-Sosa","S","Clínica Hospital Dr. Roberto Nettel Flores, Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado, Av. Tuxtepec y Oaxaca S/N, Francisco Villa, Tapachula 30740, Chiapas, Mexico."
34832606,9,"Alan Esteban","Juache-Villagrana","AE","Facultad de Ciencias Biologicas, Universidad Autonoma de Nuevo Leon, Av. Pedro de Alba S/N, Ciudad Universitaria, San Nicolas de los Garza 66455, Nuevo Leon, Mexico."
34832606,10,"Ildefonso","Fernández-Salas","I","Facultad de Ciencias Biologicas, Universidad Autonoma de Nuevo Leon, Av. Pedro de Alba S/N, Ciudad Universitaria, San Nicolas de los Garza 66455, Nuevo Leon, Mexico."
34832606,11,"Adriana Elizabeth","Flores-Suarez","AE","Facultad de Ciencias Biologicas, Universidad Autonoma de Nuevo Leon, Av. Pedro de Alba S/N, Ciudad Universitaria, San Nicolas de los Garza 66455, Nuevo Leon, Mexico."
34832606,12,"Iram Pablo","Rodriguez-Sanchez","IP","Facultad de Ciencias Biologicas, Universidad Autonoma de Nuevo Leon, Av. Pedro de Alba S/N, Ciudad Universitaria, San Nicolas de los Garza 66455, Nuevo Leon, Mexico."
34832606,13,"Karina Del Carmen","Trujillo-Murillo","KDC","Facultad de Medicina Humana ""Dr. Manuel Velasco Suárez"", Campus IV, Universidad Autónoma de Chiapas, Tapachula 30792, Chiapas, Mexico."
34843470,1,"Teerasit","Techawiwattanaboon","T","Department of Microbiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, Thailand."
34843470,2,"Praparat","Thaibankluay","P","Chula Vaccine Research Center (Chula VRC), Center of Excellence in Vaccine Research and Development, Chulalongkorn University, Pathumwan, Bangkok, Thailand."
34843470,3,"Chahya","Kreangkaiwal","C","Department of Microbiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, Thailand."
34843470,4,"Suwitra","Sathean-Anan-Kun","S","Department of Microbiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, Thailand."
34843470,5,"Prasong","Khaenam","P","Center for Standardization and Product Validation, Faculty of Medical Technology, Mahidol University, Bangkok-Noi, Bangkok, Thailand."
34843470,6,"Jiradej","Makjaroen","J","Center of Excellence in Systems Biology, Research Affairs, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, Thailand."
34843470,7,"Trairak","Pisitkun","T","Center of Excellence in Systems Biology, Research Affairs, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, Thailand."
34843470,8,"Kanitha","Patarakul","K","Department of Microbiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, Thailand."
34850241,1,"Paul","Arkell","P","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34850241,2,"Julia","Angelina","J","National Health Laboratory, Dili, Timor-Leste."
34850241,3,"Alberina","do Carmo Vieira","A","National Health Laboratory, Dili, Timor-Leste."
34850241,4,"Johanna","Wapling","J","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34850241,5,"Ian","Marr","I","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34850241,6,"Merita","Monteiro","M","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34850241,7,"Alexander","Matthews","A","Royal Darwin Hospital, Darwin, NT, Australia."
34850241,8,"Salvador","Amaral","S","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34850241,9,"Virginia","da Conceicao","V","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34850241,10,"Sung Hye","Kim","SH","World Health Organization, Dili, Timor-Leste."
34850241,11,"Daniel","Bailey","D","Rare and Imported Pathogens Laboratory, Porton Down, UK."
34850241,12,"Jennifer","Yan","J","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34850241,13,"Nicholas S S","Fancourt's","NSS","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34850241,14,"Susana","Vaz Nery","S","Kirby Institute, University of New South Wales, Sydney, NSW, Australia."
34850241,15,"Joshua R","Francis","JR","Menzies School of Health Research, Charles Darwin University, Darwin, NT, Australia."
34855911,1,"Crispin","Zavala-Alvarado","C","Institut Pasteur, Université de Paris, Biologie des Spirochètes, F-75015 Paris, France."
34855911,2,"Samuel","G Huete","S","Institut Pasteur, Université de Paris, Biologie des Spirochètes, F-75015 Paris, France."
34855911,3,"Antony T","Vincent","AT","INRS-Centre Armand-Frappier, Bacterial Symbionts Evolution, Laval, Québec, Canada."
34855911,4,"Odile","Sismeiro","O","Institut Pasteur, Université de Paris, Biomics Transcriptome et Epigenome, F-75015 Paris, France."
34855911,5,"Rachel","Legendre","R","Institut Pasteur, Université de Paris, Biomics Transcriptome et Epigenome, F-75015 Paris, France."
34855911,6,"Hugo","Varet","H","Institut Pasteur, Université de Paris, Biomics Transcriptome et Epigenome, F-75015 Paris, France."
34855911,7,"Giovanni","Bussotti","G","Institut Pasteur, Université de Paris, Hub Bioinformatique et Biostatistique, F-75015 Paris, France."
34855911,8,"Céline","Lorioux","C","Institut Pasteur, Université de Paris, Biologie des Spirochètes, F-75015 Paris, France."
34855911,9,"Pierre","Lechat","P","Institut Pasteur, Université de Paris, Hub Bioinformatique et Biostatistique, F-75015 Paris, France."
34855911,10,"Jean-Yves","Coppée","JY","Institut Pasteur, Université de Paris, Biomics Transcriptome et Epigenome, F-75015 Paris, France."
34855911,11,"Frédéric J","Veyrier","FJ","INRS-Centre Armand-Frappier, Bacterial Symbionts Evolution, Laval, Québec, Canada."
34855911,12,"Mathieu","Picardeau","M","Institut Pasteur, Université de Paris, Biologie des Spirochètes, F-75015 Paris, France."
34855911,13,"Nadia","Benaroudj","N","Institut Pasteur, Université de Paris, Biologie des Spirochètes, F-75015 Paris, France."
34855918,1,"André A","Grassmann","AA","Department of Medicine, University of Connecticut Health, Farmington, Connecticut, United States of America."
34855918,2,"Crispin","Zavala-Alvarado","C","Unité de Biologie des Spirochètes, Department of Microbiology, Institut Pasteur, Paris, France."
34855918,3,"Everton B","Bettin","EB","Department of Medicine, University of Connecticut Health, Farmington, Connecticut, United States of America."
